Drug Name,CIDs
Vasopressin,11979316
Vasopressin,22833573
Vasopressin,53477739
Vasopressin,57079521
Vasopressin,73175732
Vasopressin,87648726
Vasopressin,101589025
Vasopressin,122130350
Vasopressin,154824846
Voriconazole,71616
Voriconazole,4608330
Voriconazole,5231054
Voriconazole,15230631
Voriconazole,16760226
Voriconazole,20770535
Voriconazole,42052021
Voriconazole,46705361
Voriconazole,46783259
Voriconazole,46829305
Voriconazole,69155711
Voriconazole,87338920
Voriconazole,139592425
Cisatracurium,47320
Cisatracurium,62886
Cisatracurium,62887
Cyclosporine,2909
Cyclosporine,62280
Cyclosporine,1268086
Cyclosporine,5280754
Cyclosporine,5284373
Cyclosporine,5458585
Cyclosporine,5497195
Cyclosporine,6426614
Cyclosporine,6435893
Cyclosporine,16404350
Cyclosporine,24883466
Cyclosporine,25246316
Cyclosporine,45358056
Cyclosporine,49867938
Cyclosporine,57317596
Cyclosporine,71306795
Cyclosporine,71315116
Cyclosporine,71463825
Cyclosporine,73896891
Cyclosporine,90478790
Cyclosporine,121225388
Cyclosporine,122172945
Cyclosporine,123134263
Midazolam,4192
Midazolam,43032
Midazolam,5384200
Midazolam,11359390
Midazolam,15563244
Midazolam,90473765
Nabumetone,4409
Nabumetone,16639
Nabumetone,11172590
Nabumetone,46782414
Porfimer sodium,57166
Porfimer sodium,3086257
Porfimer sodium,135577896
Porfimer sodium,136187588
Porfimer sodium,137321858
Porfimer sodium,168012854
Pramipexole,4885
Pramipexole,59868
Pramipexole,119569
Pramipexole,119570
Pramipexole,166589
Pramipexole,9964861
Pramipexole,22148808
Pramipexole,22726023
Pramipexole,29934702
Pramipexole,91827764
Pramipexole,132471288
Rocuronium,60695
Rocuronium,60696
Rocuronium,441290
Rocuronium,441351
Rocuronium,4460698
Rocuronium,56840901
Rocuronium,129317856
Rocuronium,171936239
Succinylcholine,5314
Succinylcholine,22475
Succinylcholine,230349
Warfarin,5001396
Warfarin,23706212
Warfarin,24901766
Warfarin,54678486
Warfarin,54684598
Warfarin,54688261
Warfarin,126963599
Amikacin,2142
Amikacin,37768
Amikacin,38351
Amikacin,5458175
Amikacin,6334775
Amikacin,16218899
Amikacin,44421090
Amikacin,45357037
Amikacin,46738084
Amikacin,90657305
Amikacin,121595911
Amikacin,122369639
Amikacin,134693982
Amikacin (liposome),
Anisindione,2197
Anisindione,12285121
Atazanavir,148192
Atazanavir,158550
Atazanavir,469665
Atazanavir,6540550
Atazanavir,6540690
Atazanavir,9962872
Atazanavir,21696352
Atazanavir,44182297
Atazanavir,71306984
Atazanavir,93971973
Atazanavir,124636677
Atazanavir,131839569
Atazanavir,134694218
Atazanavir,138393804
Bendroflumethiazide,2315
Bendroflumethiazide,9845085
Benzthiazide,2343
Benzthiazide,729359
Benzthiazide,132458842
Bumetanide,2471
Bumetanide,467413
Capreomycin,2547
Capreomycin,138708
Capreomycin,3000502
Capreomycin,3000503
Capreomycin,3032401
Capreomycin,53297329
Capreomycin,73174934
Capreomycin,73174935
Capreomycin,73952296
Capreomycin,122130878
Capreomycin,129894299
Capreomycin,135483770
Capreomycin,135797790
Capreomycin,163199240
Capreomycin,166639061
Capreomycin,168313135
Carboplatin,2567
Carboplatin,2568
Carboplatin,23939
Carboplatin,38904
Carboplatin,426756
Carboplatin,444123
Carboplatin,498142
Carboplatin,5237030
Carboplatin,5352133
Carboplatin,6398587
Carboplatin,6603770
Carboplatin,10339178
Carboplatin,11148032
Carboplatin,11947644
Carboplatin,17753753
Carboplatin,24195796
Carboplatin,25199580
Carboplatin,25199795
Carboplatin,46738086
Carboplatin,54587891
Carboplatin,56840877
Carboplatin,57440661
Carboplatin,57459679
Carboplatin,60020207
Carboplatin,66557869
Carboplatin,66557870
Carboplatin,71591072
Carboplatin,73554252
Carboplatin,76210605
Carboplatin,76210606
Carboplatin,76210607
Carboplatin,76210608
Carboplatin,76418694
Carboplatin,78333421
Carboplatin,78673843
Carboplatin,78673844
Carboplatin,122130863
Carboplatin,161812928
Cefditoren,80070
Cefditoren,6437877
Cefditoren,9571074
Cefditoren,9589471
Cefditoren,9870843
Cefditoren,23673042
Cefditoren,53432469
Cefditoren,72543801
Cefditoren,119058066
Cefditoren,122130837
Cefditoren,171395694
Cefuroxime,2659
Cefuroxime,41375
Cefuroxime,5353516
Cefuroxime,5361202
Cefuroxime,5479529
Cefuroxime,6604560
Cefuroxime,6914282
Cefuroxime,9601223
Cefuroxime,9867014
Cefuroxime,21680722
Cefuroxime,23670318
Cefuroxime,23670319
Cefuroxime,23670321
Cefuroxime,23692142
Cefuroxime,45357577
Cefuroxime,53395156
Cefuroxime,91884795
Cefuroxime,137349213
Cetuximab,9561246
Cetuximab,14122979
Cetuximab,16132255
Cetuximab,85668777
Chlorothiazide,2720
Chlorothiazide,3639
Chlorothiazide,410009
Chlorthalidone,2732
Chlorthalidone,71905
Chlorthalidone,667689
Chlorthalidone,688424
Chlorthalidone,2778230
Chlorthalidone,24848021
Cisplatin,2767
Cisplatin,2770
Cisplatin,23939
Cisplatin,84691
Cisplatin,424222
Cisplatin,441203
Cisplatin,444123
Cisplatin,444179
Cisplatin,3081186
Cisplatin,3724362
Cisplatin,3762765
Cisplatin,5151461
Cisplatin,5311048
Cisplatin,5460033
Cisplatin,5702198
Cisplatin,6712951
Cisplatin,7062237
Cisplatin,10560134
Cisplatin,15347789
Cisplatin,16211510
Cisplatin,18317220
Cisplatin,23644016
Cisplatin,24191118
Cisplatin,57448222
Cisplatin,57459679
Cisplatin,75277392
Cisplatin,86820626
Cisplatin,91664004
Cisplatin,92026269
Cisplatin,118797066
Clopidogrel,2806
Clopidogrel,3094
Clopidogrel,13587
Clopidogrel,60606
Clopidogrel,115366
Clopidogrel,667556
Clopidogrel,9798860
Clopidogrel,9847991
Clopidogrel,9861403
Clopidogrel,10002188
Clopidogrel,10223136
Clopidogrel,10574413
Clopidogrel,16757820
Clopidogrel,22386150
Clopidogrel,129893374
Conivaptan,151171
Conivaptan,216322
Conivaptan,4712256
Digoxin,3062
Digoxin,30322
Digoxin,93001
Digoxin,2724385
Digoxin,5702042
Digoxin,12940973
Digoxin,16757557
Digoxin,44568857
Digoxin,45358124
Digoxin,52931493
Digoxin,53627518
Digoxin,71316113
Digoxin,73759829
Digoxin,86574141
Digoxin,86579129
Digoxin,86583026
Digoxin,117072395
Digoxin,131801316
Digoxin,134694175
Digoxin,135391146
Digoxin,145864752
Etacrynic acid,3278
Etacrynic acid,222525
Fluvoxamine,3404
Fluvoxamine,43725
Fluvoxamine,5281089
Fluvoxamine,5324346
Fluvoxamine,5361192
Fluvoxamine,9552076
Fluvoxamine,9560989
Fluvoxamine,21958071
Furosemide,3440
Furosemide,6603849
Furosemide,20190603
Furosemide,46783830
Furosemide,54583777
Furosemide,123133879
Gentamicin,3467
Gentamicin,72395
Gentamicin,72396
Gentamicin,72397
Gentamicin,441305
Gentamicin,3037206
Gentamicin,9898639
Gentamicin,15574861
Gentamicin,71774725
Gentamicin,132477936
Gentamicin,137346586
Gentamicin,146157093
Hydrochlorothiazide,3639
Hydrochlorothiazide,2435377
Hydrochlorothiazide,9940864
Hydrochlorothiazide,24848038
Hydrochlorothiazide,24848077
Hydrochlorothiazide,24848078
Hydrochlorothiazide,24848079
Hydrochlorothiazide,24848080
Hydrochlorothiazide,24848081
Hydrochlorothiazide,24848082
Hydroflumethiazide,3647
Hydroflumethiazide,46781711
Indapamide,3702
Indapamide,6419986
Indapamide,12598931
Indapamide,45105083
Ketoconazole,1001
Ketoconazole,3412
Ketoconazole,3823
Ketoconazole,47576
Ketoconazole,456201
Ketoconazole,638701
Ketoconazole,5702077
Ketoconazole,16757695
Ketoconazole,19761000
Ketoconazole,73951506
Ketoconazole,170836395
Methotrexate,3382
Methotrexate,4112
Methotrexate,56237
Methotrexate,72440
Methotrexate,99668
Methotrexate,126941
Methotrexate,165528
Methotrexate,241163
Methotrexate,314654
Methotrexate,444319
Methotrexate,444396
Methotrexate,23705732
Methotrexate,24906324
Methotrexate,123133962
Methotrexate,129893431
Methotrexate,135464480
Methotrexate,135566233
Metolazone,4170
Metolazone,138386
Metolazone,6604352
Metolazone,11957638
Metolazone,28125490
Metolazone,45357520
Metolazone,121591931
Modafinil,4236
Modafinil,11579775
Modafinil,53417408
Mycophenolate mofetil,3369
Mycophenolate mofetil,4271
Mycophenolate mofetil,446541
Mycophenolate mofetil,5281078
Mycophenolate mofetil,5353799
Mycophenolate mofetil,6441022
Mycophenolate mofetil,10455632
Mycophenolate mofetil,45039975
Mycophenolate mofetil,71434261
Neomycin,4454
Neomycin,8378
Neomycin,62403
Neomycin,62404
Neomycin,72392
Neomycin,446243
Neomycin,456194
Neomycin,3083833
Neomycin,12147921
Neomycin,24978553
Neomycin,44567208
Neomycin,122197555
Neomycin,134686830
Neomycin,134692135
Neomycin,139402916
Netilmicin,4460
Netilmicin,41859
Netilmicin,62115
Netilmicin,441306
Netilmicin,6604416
Netilmicin,6857423
Netilmicin,10480069
Netilmicin,53217450
Netilmicin,90658113
Netilmicin,122130806
Netilmicin,132062458
Nevirapine,4463
Nevirapine,2784139
Nevirapine,5324304
Nevirapine,15979285
Nevirapine,19427668
Nevirapine,59816583
Nevirapine,73013482
Rifampicin,6758
Rifampicin,11987695
Rifampicin,11987783
Rifampicin,11987800
Rifampicin,53497558
Rifampicin,71447329
Rifampicin,71447331
Rifampicin,90678781
Rifampicin,135398735
Rifampicin,135441414
Rifampicin,135449527
Rifampicin,135512673
Rifampicin,135550179
Rifampicin,135665293
Rifampicin,135671118
Rifampicin,135678740
Rifampicin,135857107
Rifampicin,135876149
Rifampicin,135889899
Rifampicin,135889901
Rifampicin,135900090
Rifampicin,135915642
Rifampicin,135921123
Rifampicin,135921134
Rifampicin,135925261
Rifampicin,135925741
Rifampicin,135926172
Rifampicin,135932822
Rifampicin,136122621
Rifampicin,136246612
Rifampicin,136254574
Rifampicin,136262914
Rifampicin,136601293
Rifampicin,136619758
Rifampicin,136709103
Rifampicin,137016821
Rifampicin,137086834
Rifampicin,137092548
Rifampicin,137145976
Rifampicin,137177954
Rifampicin,137191444
Rifampicin,137225336
Rifampicin,137270779
Rifampicin,137286743
Rifampicin,137287990
Rifampicin,138105868
Rifampicin,146161046
Rifampicin,154075449
Rifampicin,154825551
Rifampicin,155886365
Rifampicin,163059759
Salicylic acid (sodium),
Streptomycin,5297
Streptomycin,5999
Streptomycin,19649
Streptomycin,197844
Streptomycin,439369
Streptomycin,5702119
Streptomycin,6426892
Streptomycin,6602485
Streptomycin,11953824
Streptomycin,18529465
Streptomycin,25245365
Streptomycin,44119601
Streptomycin,44134949
Streptomycin,44462684
Streptomycin,71592160
Streptomycin,71768353
Streptomycin,131632503
Streptomycin,137551978
Streptomycin,137706547
Streptomycin,153835380
Streptomycin,155859176
Telithromycin,73658
Telithromycin,566736
Telithromycin,3002190
Telithromycin,5462516
Telithromycin,5496803
Telithromycin,6710734
Telithromycin,9918852
Telithromycin,11693521
Telithromycin,16667730
Telithromycin,21881641
Telithromycin,22525209
Telithromycin,23958736
Telithromycin,24847865
Telithromycin,46783745
Telithromycin,49795054
Telithromycin,70789201
Telithromycin,71296916
Telithromycin,71306735
Telithromycin,71752343
Telithromycin,91810863
Telithromycin,92043103
Telithromycin,117072363
Telithromycin,118701745
Telithromycin,122130735
Telithromycin,126480043
Telithromycin,129627793
Telithromycin,134695314
Telithromycin,138402871
Telithromycin,165712195
Telithromycin,166639598
Tobramycin,5496
Tobramycin,36294
Tobramycin,54413
Tobramycin,6604388
Tobramycin,9804613
Tobramycin,9934285
Tobramycin,11340303
Tobramycin,16220018
Tobramycin,24848042
Tobramycin,24848069
Tobramycin,24848099
Tobramycin,44134972
Tobramycin,51432351
Tobramycin,71752596
Tobramycin,121231457
Tobramycin,123134053
Tobramycin,131632463
Tobramycin,131839603
Trichlormethiazide,5560
Trichlormethiazide,6604229
Trichlormethiazide,12444480
Acitretin,41317
Acitretin,5284513
Acitretin,6437841
Acitretin,92131709
Acitretin,122130417
Acitretin,131954611
Aclidinium,11434515
Aclidinium,11467167
Mepenzolate,4057
Mepenzolate,6461
Mepenzolate,72288
Mepenzolate,13981865
Prucalopride,3052762
Prucalopride,9870009
Epinephrine (ophthalmic),
Epinephrine (topical),
Mannitol,453
Mannitol,5780
Mannitol,6251
Mannitol,34289
Mannitol,136460
Mannitol,21841802
Mannitol,24848105
Mannitol,135394797
Pseudoephedrine,5032
Pseudoephedrine,7028
Pseudoephedrine,9294
Pseudoephedrine,9457
Pseudoephedrine,9581
Pseudoephedrine,62946
Pseudoephedrine,6919175
Eluxadoline,11250029
Eluxadoline,67057159
Acrivastine,55756
Acrivastine,5284514
Acrivastine,10247163
Acrivastine,10428303
Acrivastine,24847947
Acrivastine,135398513
Potassium citrate,13344
Potassium citrate,22470
Potassium citrate,2735208
Potassium citrate,10198516
Potassium citrate,157010100
Butabarbital,2479
Butabarbital,23690439
Butalbital,1983
Butalbital,2481
Butalbital,3081207
Butalbital,24847933
Butalbital,24847961
Butalbital,24847962
Collagenase clostridium histolyticum,
Mesalazine,4075
Mesalazine,441130
Mesalazine,54675840
Ketorolac (ophthalmic),
Acyclovir,911525
Acyclovir,23665721
Acyclovir,23709358
Acyclovir,24870706
Acyclovir,71434038
Acyclovir,135398513
Acyclovir,135905230
Acyclovir,136205837
Triamcinolone (ophthalmic),
Nifedipine,4485
Nifedipine,451023
Nifedipine,6919001
Nifedipine,9863306
Nifedipine,9975722
Nifedipine,10383105
Nifedipine,10427781
Nifedipine,10451028
Nifedipine,11198840
Nifedipine,21079892
Nifedipine,54167661
Calcium glucoheptonate,28327
Calcium glucoheptonate,62859
Calcium glucoheptonate,109291
Calcium glucoheptonate,3665461
Calcium glucoheptonate,16211538
Calcium glucoheptonate,24208265
Calcium glucoheptonate,54599721
Calcium glucoheptonate,57369520
Calcium glucoheptonate,87119843
Calcium glucoheptonate,91886374
Calcium glucoheptonate,91886375
Calcium glucoheptonate,129628006
Calcium glucoheptonate,129632767
Adalimumab,107706
Adalimumab,571805
Atenolol,2249
Atenolol,54841
Atenolol,175540
Atenolol,180559
Atenolol,450800
Betaxolol,2369
Betaxolol,60657
Betaxolol,107952
Betaxolol,3599767
Betaxolol,6093355
Betaxolol,44134572
Betaxolol,45074515
Betaxolol,45258755
Betaxolol (ophthalmic),
Bisoprolol,2405
Bisoprolol,5281064
Bisoprolol,6604464
Bisoprolol,6850796
Bisoprolol,6917733
Bisoprolol,10892731
Carteolol,2583
Carteolol,40127
Carteolol,6604410
Carteolol (ophthalmic),
Desmopressin,27991
Desmopressin,64758
Desmopressin,5311065
Desmopressin,9812234
Desmopressin,9833407
Desmopressin,13782890
Desmopressin,16051933
Desmopressin,168314485
Enflurane,3226
Enflurane,7059516
Enflurane,11052326
Entacapone,3131
Entacapone,104563
Entacapone,4659568
Entacapone,5281081
Entacapone,21864625
Entacapone,24848013
Entacapone,101600984
Esmolol,59768
Esmolol,104769
Esmolol,2735809
Esmolol,28125476
Guanadrel,38521
Guanadrel,6604364
Guanadrel,45356255
Labetalol,3869
Labetalol,134043
Labetalol,134044
Loxapine,3964
Loxapine,71399
Loxapine,60209772
Mecamylamine,4032
Mecamylamine,13221
Mecamylamine,6603935
Mecamylamine,6604283
Mecamylamine,10932563
Mecamylamine,12358972
Mecamylamine,25162921
Mecamylamine,46783832
Metoprolol,4171
Metoprolol,41860
Metoprolol,56959
Metoprolol,157716
Metoprolol,157717
Metoprolol,265006
Metoprolol,441308
Metoprolol,5702086
Metoprolol,6420057
Metoprolol,6604132
Metoprolol,9800288
Metoprolol,11957594
Metoprolol,14029276
Propranolol,4946
Propranolol,21138
Propranolol,62882
Propranolol,91536
Propranolol,450796
Propranolol,2769825
Propranolol,45356747
Reserpine,5052
Reserpine,5770
Reserpine,191498
Reserpine,3084266
Reserpine,5326170
Reserpine,5701996
Reserpine,6419447
Reserpine,6603982
Reserpine,6604180
Reserpine,11039341
Reserpine,11498122
Reserpine,11865461
Reserpine,11865463
Reserpine,11888075
Reserpine,11888076
Reserpine,11908591
Reserpine,11908593
Reserpine,17750878
Reserpine,23728498
Reserpine,24848119
Reserpine,118855415
Reserpine,122173193
Reserpine,171396532
Thiethylperazine,5440
Timolol,5478
Timolol,33624
Timolol,62933
Timolol,168613
Timolol,329565
Timolol,146014927
Timolol (ophthalmic),
Tolcapone,4659569
Treprostinil,54786
Treprostinil,6918140
Treprostinil,9800580
Treprostinil,11246284
Treprostinil,23663413
Treprostinil,52204040
Treprostinil,53484652
Treprostinil,135121970
Treprostinil,138756135
"Antihemophilic factor, human recombinant",104815
Balsalazide,6211
Balsalazide,54585
Balsalazide,135413496
Ibuprofen,3672
Ibuprofen,39912
Ibuprofen,114864
Ibuprofen,3326923
Ibuprofen,9870501
Ibuprofen,12687362
Ibuprofen,23662458
Ibuprofen,24848017
Ibuprofen,24848049
Ibuprofen,24848083
Ibuprofen,24848090
Ibuprofen,45038855
Sulfasalazine,5339
Sulfasalazine,135922442
Vancomycin,5651
Vancomycin,6260
Vancomycin,14969
Vancomycin,14970
Vancomycin,441141
Vancomycin,444193
Vancomycin,5311496
Vancomycin,6426898
Vancomycin,6917992
Vancomycin,9547881
Vancomycin,16051955
Vancomycin,24721356
Vancomycin,24981352
Vancomycin,44134997
Vancomycin,44275676
Vancomycin,72715788
Vancomycin,73357372
Vancomycin,90659178
Vancomycin,118701716
Vancomycin,146160407
Vancomycin,163199055
Flunisolide,3379
Flunisolide,53655
Flunisolide,74144
Flunisolide,82153
Flunisolide,5702174
Flunisolide,6918452
Flunisolide,11954221
Flunisolide,16757783
Flunisolide,40473178
Flunisolide,50989968
Flunisolide,73759670
Flunisolide,91746180
Flunisolide,91826463
Flunisolide,92131337
Flunisolide,117072406
Afatinib,9525
Afatinib,10163178
Afatinib,10184653
Afatinib,22225683
Afatinib,53445376
Afatinib,57519523
Afatinib,60147041
Afatinib,168318398
Ethinylestradiol,3285
Ethinylestradiol,5991
Ethinylestradiol,11514890
Levonorgestrel,4542
Levonorgestrel,13109
Levonorgestrel,62929
Levonorgestrel,188364
Levonorgestrel,1201550
Levonorgestrel,2754500
Levonorgestrel,5702096
Levonorgestrel,6604282
Levonorgestrel,9938294
Levonorgestrel,10335940
Levonorgestrel,10470788
Levonorgestrel,22796838
Levonorgestrel,24848060
Levonorgestrel,24848064
Levonorgestrel,45357611
Levonorgestrel,60162580
Levonorgestrel,121231040
Levonorgestrel,129009949
Polymyxin B,4868
Polymyxin B,199402
Polymyxin B,5702105
Polymyxin B,9833651
Polymyxin B,9833652
Polymyxin B,49800003
Polymyxin B,49800004
Polymyxin B,56841836
Polymyxin B,134129840
Polymyxin B,171378878
Agalsidase beta,52918379
Aldesleukin,1118
Alefacept,2755995
Alemtuzumab,
Amiloride,1794
Amiloride,16230
Amiloride,16231
Amiloride,122130379
Amiloride,136456939
Amlodipine,2162
Amlodipine,60496
Amlodipine,62888
Amlodipine,6537149
Amlodipine,7048610
Amlodipine,9801597
Amlodipine,9822750
Amlodipine,11354874
Amlodipine,49849416
Amlodipine,54515534
Amlodipine,60156288
Amlodipine,121499162
Amlodipine,139267746
Amprenavir,2177
Amprenavir,65016
Amprenavir,441385
Amprenavir,2734100
Amprenavir,9898472
Amprenavir,10885665
Amprenavir,11168069
Amprenavir,11466368
Amprenavir,44342222
Amprenavir,46780383
Amprenavir,92209736
Amprenavir,132274342
Amprenavir,170836337
Anakinra,90470007
Anakinra,122360852
Anakinra,139595263
Anakinra,146171046
Benazepril,2311
Benazepril,5362123
Benazepril,5362124
Benazepril,36688097
Benazepril,51690769
Benazepril,51698396
Bexarotene,76236
Bexarotene,82146
Bexarotene,10337961
Bexarotene,10428109
Bosentan,104865
Bosentan,185462
Bosentan,131750305
Carbamazepine,2554
Carbamazepine,19099
Carbamazepine,25255
Carbamazepine,31294
Carbamazepine,158856
Carbamazepine,54292446
Celecoxib,2662
Celecoxib,3089
Celecoxib,10362365
Celecoxib,11610600
Cladribine,1546
Cladribine,20279
Cladribine,84029
Cladribine,119182
Cladribine,474899
Cladribine,474901
Cladribine,6713101
Cladribine,16760369
Cladribine,21147181
Clonidine,2803
Clonidine,20179
Clonidine,2906758
Clonidine,5731498
Colestipol,8197
Colestipol,62816
Colestipol,3084661
Colestipol,49791943
Conjugated estrogens,5351489
Conjugated estrogens,23667301
Conjugated estrogens,23676225
Conjugated estrogens,45357473
Conjugated estrogens,122130485
Conjugated estrogens (topical),
Diltiazem,3076
Diltiazem,39186
Diltiazem,62920
Diltiazem,91638
Diltiazem,198107
Diltiazem,214464
Diltiazem,978317
Diltiazem,978318
Diltiazem,10176150
Doxazosin,3157
Doxazosin,62978
Doxazosin,77892
Doxazosin,6604102
Doxazosin,6604576
Doxazosin,131668157
Efalizumab,
Enalapril,3222
Enalapril,5362032
Enalapril,5388961
Enalapril,5388962
Enalapril,6321214
Enalapril,6435926
Enalapril,6526385
Enalapril,18218179
Enalapril,53395224
Enalapril,92209264
Enalapril,154573560
Eplerenone,150310
Eplerenone,312893
Eplerenone,443872
Eplerenone,9939152
Eplerenone,9953590
Eplerenone,21865526
Eplerenone,24847741
Eplerenone,45006156
Eplerenone,46781470
Eplerenone,57345821
Eplerenone,59100395
Eplerenone,124040753
Eplerenone,126963543
Eplerenone,129009858
Eplerenone,129317537
Eplerenone,138454142
Estrone,698
Estrone,5870
Estrone,236730
Estrone,667482
Estrone,928336
Estrone,3001028
Estrone,5702052
Estrone,6336180
Estrone,6603847
Estrone,6710658
Estrone,7059423
Estrone,7059424
Estrone,9547221
Estrone,10401044
Estrone,10989336
Estrone,11448761
Estrone,11737421
Estrone,11869378
Estrone,11869537
Estrone,46781514
Etanercept,
Fosinopril,3420
Fosinopril,55891
Fosinopril,4293995
Fosinopril,6708482
Fosinopril,9601226
Fosinopril,9872634
Fosinopril,10461195
Fosinopril,23667962
Fosinopril,23681451
Fosinopril,44342356
Fosinopril,45357796
Fosinopril,58666458
Fosinopril,118855437
Fosinopril,134715568
Fosinopril,146160312
Guanabenz,3517
Guanabenz,5353646
Guanabenz,5702062
Guanabenz,5702063
Guanabenz,6420047
Guanabenz,6852405
Guanabenz,12442813
Imatinib,3428
Imatinib,5291
Imatinib,123596
Imatinib,10435761
Imatinib,15602823
Imatinib,20772088
Infliximab,
Isradipine,1374
Isradipine,3784
Isradipine,158617
Isradipine,451024
Isradipine,13773524
Lisinopril,2347
Lisinopril,3937
Lisinopril,5362118
Lisinopril,5362119
Lisinopril,6916187
Lisinopril,21971199
Lisinopril,22887897
Lisinopril,22990485
Lisinopril,69862941
Lisinopril,92131797
Lisinopril,134819980
Losartan,3961
Losartan,11476710
Losartan,11751549
Losartan,23663390
Losartan,25749227
Losartan,29934697
Losartan,46782082
Lyme disease vaccine (recombinant OspA),
Mephenytoin,4060
Mephenytoin,107921
Mephenytoin,119127
Methazolamide,4100
Minoxidil,4201
Minoxidil,45039940
Minoxidil,53400867
Minoxidil,135743713
Minoxidil,136772793
Moexipril,54889
Moexipril,54890
Moexipril,91270
Moexipril,2733084
Moexipril,4474936
Moexipril,24847740
Moexipril,45357640
Moexipril,71461712
Moexipril,123134539
Natalizumab,108147
Nicardipine,4474
Nicardipine,41114
Nicardipine,451025
Nicardipine,6603948
Nicardipine,6604415
Nicardipine,54145859
Nicardipine,102117090
Nisoldipine,4499
Nisoldipine,12168
Nisoldipine,451026
Nisoldipine,10091655
Nisoldipine,25273563
Nisoldipine,28248400
Nisoldipine,53729257
Nitroprusside,11953891
Nitroprusside,11953895
Nitroprusside,11963622
Nitroprusside,13142176
Nitroprusside,23644556
Nitroprusside,25199962
Nitroprusside,124081848
Nitroprusside,139033604
Nitroprusside,168314583
Olmesartan,130881
Olmesartan,158781
Olmesartan,11978073
Olmesartan,57356781
Olmesartan,71479812
Olmesartan,71587470
Oxandrolone,5878
Oxandrolone,249098
Oxandrolone,6429885
Oxandrolone,6432530
Oxandrolone,9883009
Oxandrolone,24721390
Oxandrolone,53384631
Oxandrolone,71463686
Oxandrolone,73707489
Oxandrolone,133686946
Pentobarbital,4737
Pentobarbital,66994
Pentobarbital,88981
Pentobarbital,88983
Pentobarbital,265125
Pentobarbital,451211
Pentobarbital,23676152
Prazosin,4893
Prazosin,68546
Prazosin,450782
Prazosin,11355826
Prazosin,19846442
Pyridostigmine,4991
Pyridostigmine,7550
Ramipril,5038
Ramipril,5362129
Ramipril,6604446
Ramipril,6714009
Ramipril,11963697
Ramipril,13216867
Ramipril,13216870
Ramipril,13216871
Ramipril,24729284
Ramipril,40480623
Ramipril,46782850
Ramipril,51066535
Ramipril,53870828
Ramipril,57183875
Ramipril,146160034
Rifabutin,51619
Rifabutin,4460695
Rifabutin,11987807
Rifabutin,135398743
Rifabutin,135415564
Rifabutin,135427209
Rifabutin,135458645
Rifabutin,135812978
Rifabutin,135889900
Rifabutin,135899465
Rifabutin,135950975
Rifabutin,136053407
Rifabutin,136117120
Rifabutin,136197848
Rifabutin,136257950
Rifabutin,136265013
Rifabutin,136276712
Rifabutin,136968143
Rifabutin,137007093
Rifabutin,137200497
Rifabutin,137247591
Rifabutin,137295261
Rifabutin,137313637
Rifabutin,137698378
Rifabutin,138107757
Rifabutin,138404324
Rifabutin,155903168
Rifabutin,155908662
Rifabutin,168007912
Rifabutin,168313676
Rifabutin,170922372
Ritonavir,3271
Ritonavir,5076
Ritonavir,60954
Ritonavir,392622
Ritonavir,2763216
Ritonavir,9853294
Ritonavir,10395099
Ritonavir,11979606
Ritonavir,46916284
Ritonavir,53249957
Ritonavir,53487909
Ritonavir,71752515
Ritonavir,86578318
Ritonavir,92402731
Ritonavir,123133890
Ritonavir,134751724
Rofecoxib,5090
Rofecoxib,6426688
Rofecoxib,6914085
Rofecoxib,11681277
Rofecoxib,46782892
Rofecoxib,69758595
Secobarbital,5193
Secobarbital,30019
Secobarbital,31143
Secobarbital,23677179
Spironolactone,5267
Spironolactone,5833
Spironolactone,452291
Spironolactone,941624
Spironolactone,1255733
Spironolactone,1425524
Spironolactone,1742266
Spironolactone,1742267
Spironolactone,6419955
Spironolactone,6432512
Spironolactone,6604008
Spironolactone,6604182
Spironolactone,6710654
Spironolactone,11509929
Spironolactone,11863525
Spironolactone,11869418
Spironolactone,11869419
Spironolactone,11869420
Spironolactone,11869578
Spironolactone,11869579
Spironolactone,11869580
Spironolactone,11957686
Spironolactone,24867532
Spironolactone,24884066
Spironolactone,42627471
Spironolactone,46783831
Spironolactone,50937095
Spironolactone,53485777
Spironolactone,117072388
Spironolactone,129009897
Testosterone,5408
Testosterone,5995
Testosterone,6013
Testosterone,17209
Testosterone,92456
Testosterone,445071
Testosterone,446188
Testosterone,5701998
Testosterone,6432567
Testosterone,11870497
Testosterone,11987715
Testosterone,12304592
Testosterone,12304601
Testosterone,19615208
Testosterone,117072371
Testosterone,168008974
Testosterone,169544695
Testosterone (topical),
Ticlopidine,5472
Ticlopidine,65335
Ticlopidine,10853183
Ticlopidine,13243496
Ticlopidine,45357513
Trandolapril,5525
Trandolapril,5484727
Trandolapril,6321429
Trandolapril,6710733
Trandolapril,13069290
Trandolapril,20832809
Trandolapril,92144417
Trandolapril,133638139
Trandolapril,138376285
Trandolapril,146160050
Trandolapril,146681278
Trandolapril,166640157
Trovafloxacin,62959
Trovafloxacin,62960
Trovafloxacin,481696
Trovafloxacin,11611373
Trovafloxacin,45072502
Trovafloxacin,45358531
Valdecoxib,119607
Valsartan,5650
Valsartan,8063
Valsartan,60846
Valsartan,5284633
Valsartan,11354874
Valsartan,15950366
Valsartan,24755604
Valsartan,54049074
Valsartan,71449007
Verapamil,2520
Verapamil,62969
Verapamil,65808
Verapamil,92305
Verapamil,170014
Vitamin E,2116
Vitamin E,6033
Vitamin E,14985
